"Group.1","Group.2","x","timeWorked","cumTimeWorked","cumTickets","quarter","date","patron_community","ticket_id"
"240068","Psychology",2016-08-24,2,866.333333333333,284,2016 Q3,2016-08-24,"Psychology","240068"
"239124","Psychology",2016-08-31,1,867.333333333333,285,2016 Q3,2016-08-31,"Psychology","239124"
"239699","Psychology",2016-08-31,1.5,868.833333333333,286,2016 Q3,2016-08-31,"Psychology","239699"
"240064","Psychology",2016-08-31,3,871.833333333333,287,2016 Q3,2016-08-31,"Psychology","240064"
"240817","Psychology",2016-09-09,0.25,872.083333333333,288,2016 Q3,2016-09-09,"Psychology","240817"
"240878","Psychology",2016-09-12,3,875.083333333333,289,2016 Q3,2016-09-12,"Psychology","240878"
"241129","Psychology",2016-09-16,0.5,875.583333333333,290,2016 Q3,2016-09-16,"Psychology","241129"
"241645","Psychology",2016-09-27,0.5,876.083333333333,291,2016 Q3,2016-09-27,"Psychology","241645"
"240579","Psychology",2016-09-30,2,878.083333333333,292,2016 Q3,2016-09-30,"Psychology","240579"
"240988","Psychology",2016-09-30,3,881.083333333333,293,2016 Q3,2016-09-30,"Psychology","240988"
"241269","Psychology",2016-09-30,4.66666666666667,885.75,294,2016 Q3,2016-09-30,"Psychology","241269"
"242006","Psychology",2016-10-06,1,886.75,295,2016 Q4,2016-10-06,"Psychology","242006"
"242309","Psychology",2016-10-13,0.5,887.25,296,2016 Q4,2016-10-13,"Psychology","242309"
"242287","Psychology",2016-10-14,1,888.25,297,2016 Q4,2016-10-14,"Psychology","242287"
"242774","Psychology",2016-10-26,2,890.25,298,2016 Q4,2016-10-26,"Psychology","242774"
"242378","Psychology",2016-10-31,0.5,890.75,299,2016 Q4,2016-10-31,"Psychology","242378"
"242991","Psychology",2016-10-31,1.5,892.25,300,2016 Q4,2016-10-31,"Psychology","242991"
"243089","Psychology",2016-10-31,1.5,893.75,301,2016 Q4,2016-10-31,"Psychology","243089"
"243128","Psychology",2016-10-31,0.5,894.25,302,2016 Q4,2016-10-31,"Psychology","243128"
"243117","Psychology",2016-11-01,1,895.25,303,2016 Q4,2016-11-01,"Psychology","243117"
"242762","Psychology",2016-11-04,1.5,896.75,304,2016 Q4,2016-11-04,"Psychology","242762"
"243317","Psychology",2016-11-04,1,897.75,305,2016 Q4,2016-11-04,"Psychology","243317"
"243960","Psychology",2016-11-30,2,899.75,306,2016 Q4,2016-11-30,"Psychology","243960"
"244238","Psychology",2016-12-02,0.5,900.25,307,2016 Q4,2016-12-02,"Psychology","244238"
"244391","Psychology",2016-12-06,1,901.25,308,2016 Q4,2016-12-06,"Psychology","244391"
"244487","Psychology",2016-12-09,0.25,901.5,309,2016 Q4,2016-12-09,"Psychology","244487"
"244570","Psychology",2016-12-13,0.333333333333333,901.833333333333,310,2016 Q4,2016-12-13,"Psychology","244570"
"244413","Psychology",2016-12-14,7.5,909.333333333333,311,2016 Q4,2016-12-14,"Psychology","244413"
"243232","Psychology",2016-12-30,1,910.333333333333,312,2016 Q4,2016-12-30,"Psychology","243232"
"244347","Psychology",2016-12-30,2,912.333333333333,313,2016 Q4,2016-12-30,"Psychology","244347"
"244909","Psychology",2017-01-11,1.33333333333333,913.666666666667,314,2017 Q1,2017-01-11,"Psychology","244909"
"245405","Psychology",2017-01-23,6,919.666666666667,315,2017 Q1,2017-01-23,"Psychology","245405"
"245515","Psychology",2017-01-23,2,921.666666666667,316,2017 Q1,2017-01-23,"Psychology","245515"
"245774","Psychology",2017-01-26,1,922.666666666667,317,2017 Q1,2017-01-26,"Psychology","245774"
"245817","Psychology",2017-01-27,0.333333333333333,923,318,2017 Q1,2017-01-27,"Psychology","245817"
"245990","Psychology",2017-01-27,1,924,319,2017 Q1,2017-01-27,"Psychology","245990"
"246230","Psychology",2017-02-02,0.166666666666667,924.166666666667,320,2017 Q1,2017-02-02,"Psychology","246230"
"245825","Psychology",2017-02-05,1,925.166666666667,321,2017 Q1,2017-02-05,"Psychology","245825"
"246176","Psychology",2017-02-06,1.16666666666667,926.333333333333,322,2017 Q1,2017-02-06,"Psychology","246176"
"246491","Psychology",2017-02-08,1.16666666666667,927.5,323,2017 Q1,2017-02-08,"Psychology","246491"
"246492","Psychology",2017-02-08,1,928.5,324,2017 Q1,2017-02-08,"Psychology","246492"
"247062","Psychology",2017-03-01,1.5,930,325,2017 Q1,2017-03-01,"Psychology","247062"
"247138","Psychology",2017-03-01,0.5,930.5,326,2017 Q1,2017-03-01,"Psychology","247138"
"247556","Psychology",2017-03-15,0.0833333333333333,930.583333333333,327,2017 Q1,2017-03-15,"Psychology","247556"
"247590","Psychology",2017-03-22,2,932.583333333333,328,2017 Q1,2017-03-22,"Psychology","247590"
"247892","Psychology",2017-03-24,0.333333333333333,932.916666666667,329,2017 Q1,2017-03-24,"Psychology","247892"
"246222","Psychology",2017-03-31,2,934.916666666667,330,2017 Q1,2017-03-31,"Psychology","246222"
"247546","Psychology",2017-03-31,0.25,935.166666666667,331,2017 Q1,2017-03-31,"Psychology","247546"
"248113","Psychology",2017-03-31,0.0833333333333333,935.25,332,2017 Q1,2017-03-31,"Psychology","248113"
"248373","Psychology",2017-04-07,0.333333333333333,935.583333333333,333,2017 Q2,2017-04-07,"Psychology","248373"
"248525","Psychology",2017-04-12,1.75,937.333333333333,334,2017 Q2,2017-04-12,"Psychology","248525"
"248739","Psychology",2017-04-19,0.333333333333333,937.666666666667,335,2017 Q2,2017-04-19,"Psychology","248739"
"248188","Psychology",2017-04-20,2.66666666666667,940.333333333333,336,2017 Q2,2017-04-20,"Psychology","248188"
"248779","Psychology",2017-04-20,0.333333333333333,940.666666666667,337,2017 Q2,2017-04-20,"Psychology","248779"
"248861","Psychology",2017-04-24,0.333333333333333,941,338,2017 Q2,2017-04-24,"Psychology","248861"
"248932","Psychology",2017-04-25,0.166666666666667,941.166666666667,339,2017 Q2,2017-04-25,"Psychology","248932"
"248971","Psychology",2017-04-26,0.666666666666667,941.833333333333,340,2017 Q2,2017-04-26,"Psychology","248971"
"248381","Psychology",2017-04-30,1.5,943.333333333333,341,2017 Q2,2017-04-30,"Psychology","248381"
"248387","Psychology",2017-04-30,1,944.333333333333,342,2017 Q2,2017-04-30,"Psychology","248387"
"248455","Psychology",2017-04-30,0.25,944.583333333333,343,2017 Q2,2017-04-30,"Psychology","248455"
"248902","Psychology",2017-04-30,2,946.583333333333,344,2017 Q2,2017-04-30,"Psychology","248902"
"249406","Psychology",2017-05-15,2,948.583333333333,345,2017 Q2,2017-05-15,"Psychology","249406"
"249441","Psychology",2017-05-15,1.66666666666667,950.25,346,2017 Q2,2017-05-15,"Psychology","249441"
"249514","Psychology",2017-05-16,0.25,950.5,347,2017 Q2,2017-05-16,"Psychology","249514"
"249539","Psychology",2017-05-18,0.666666666666667,951.166666666667,348,2017 Q2,2017-05-18,"Psychology","249539"
"249677","Psychology",2017-05-25,2,953.166666666667,349,2017 Q2,2017-05-25,"Psychology","249677"
"249360","Psychology",2017-05-31,1,954.166666666667,350,2017 Q2,2017-05-31,"Psychology","249360"
"249410","Psychology",2017-05-31,1.5,955.666666666667,351,2017 Q2,2017-05-31,"Psychology","249410"
"249712","Psychology",2017-05-31,3,958.666666666667,352,2017 Q2,2017-05-31,"Psychology","249712"
"250079","Psychology",2017-06-05,2,960.666666666667,353,2017 Q2,2017-06-05,"Psychology","250079"
"250287","Psychology",2017-06-12,3,963.666666666667,354,2017 Q2,2017-06-12,"Psychology","250287"
"250384","Psychology",2017-06-14,1,964.666666666667,355,2017 Q2,2017-06-14,"Psychology","250384"
"250791","Psychology",2017-06-29,2.66666666666667,967.333333333333,356,2017 Q2,2017-06-29,"Psychology","250791"
"250065","Psychology",2017-06-30,1,968.333333333333,357,2017 Q2,2017-06-30,"Psychology","250065"
"250251","Psychology",2017-06-30,2,970.333333333333,358,2017 Q2,2017-06-30,"Psychology","250251"
"250538","Psychology",2017-06-30,0.5,970.833333333333,359,2017 Q2,2017-06-30,"Psychology","250538"
"250704","Psychology",2017-06-30,7,977.833333333333,360,2017 Q2,2017-06-30,"Psychology","250704"
"250755","Psychology",2017-06-30,2,979.833333333333,361,2017 Q2,2017-06-30,"Psychology","250755"
"250853","Psychology",2017-06-30,0.166666666666667,980,362,2017 Q2,2017-06-30,"Psychology","250853"
"250947","Psychology",2017-07-10,3,983,363,2017 Q3,2017-07-10,"Psychology","250947"
"250992","Psychology",2017-07-12,1.83333333333333,984.833333333333,364,2017 Q3,2017-07-12,"Psychology","250992"
"251147","Psychology",2017-07-12,1.16666666666667,986,365,2017 Q3,2017-07-12,"Psychology","251147"
"251248","Psychology",2017-07-12,1.16666666666667,987.166666666667,366,2017 Q3,2017-07-12,"Psychology","251248"
"251450","Psychology",2017-07-19,5.5,992.666666666667,367,2017 Q3,2017-07-19,"Psychology","251450"
"251663","Psychology",2017-07-28,1.5,994.166666666667,368,2017 Q3,2017-07-28,"Psychology","251663"
"251713","Psychology",2017-07-28,0.25,994.416666666667,369,2017 Q3,2017-07-28,"Psychology","251713"
"250924","Psychology",2017-07-31,1.5,995.916666666667,370,2017 Q3,2017-07-31,"Psychology","250924"
"251237","Psychology",2017-07-31,2,997.916666666667,371,2017 Q3,2017-07-31,"Psychology","251237"
"251267","Psychology",2017-07-31,1,998.916666666667,372,2017 Q3,2017-07-31,"Psychology","251267"
"251400","Psychology",2017-07-31,1,999.916666666667,373,2017 Q3,2017-07-31,"Psychology","251400"
"253430","Psychology",2017-09-20,0.25,1000.16666666667,374,2017 Q3,2017-09-20,"Psychology","253430"
"253478","Psychology",2017-09-21,1,1001.16666666667,375,2017 Q3,2017-09-21,"Psychology","253478"
"251921","Psychology",2017-09-30,0.5,1001.66666666667,376,2017 Q3,2017-09-30,"Psychology","251921"
"252487","Psychology",2017-09-30,1.5,1003.16666666667,377,2017 Q3,2017-09-30,"Psychology","252487"
"253062","Psychology",2017-09-30,2,1005.16666666667,378,2017 Q3,2017-09-30,"Psychology","253062"
"253566","Psychology",2017-09-30,2,1007.16666666667,379,2017 Q3,2017-09-30,"Psychology","253566"
"253801","Psychology",2017-10-02,2,1009.16666666667,380,2017 Q4,2017-10-02,"Psychology","253801"
"254445","Psychology",2017-10-26,0.75,1009.91666666667,381,2017 Q4,2017-10-26,"Psychology","254445"
"254760","Psychology",2017-10-27,1,1010.91666666667,382,2017 Q4,2017-10-27,"Psychology","254760"
"254763","Psychology",2017-10-27,0.583333333333333,1011.5,383,2017 Q4,2017-10-27,"Psychology","254763"
"254829","Psychology",2017-11-03,1.5,1013,384,2017 Q4,2017-11-03,"Psychology","254829"
"255199","Psychology",2017-11-09,1.66666666666667,1014.66666666667,385,2017 Q4,2017-11-09,"Psychology","255199"
"256249","Psychology",2017-12-11,0.333333333333333,1015,386,2017 Q4,2017-12-11,"Psychology","256249"
"254184","Psychology",2017-12-21,1.5,1016.5,387,2017 Q4,2017-12-21,"Psychology","254184"
"254609","Psychology",2017-12-21,1,1017.5,388,2017 Q4,2017-12-21,"Psychology","254609"
"255485","Psychology",2017-12-21,1,1018.5,389,2017 Q4,2017-12-21,"Psychology","255485"
"256768","Psychology",2018-01-05,0.166666666666667,1018.66666666667,390,2018 Q1,2018-01-05,"Psychology","256768"
"256681","Psychology",2018-01-08,1,1019.66666666667,391,2018 Q1,2018-01-08,"Psychology","256681"
"256948","Psychology",2018-01-09,0.666666666666667,1020.33333333333,392,2018 Q1,2018-01-09,"Psychology","256948"
"257005","Psychology",2018-01-12,0.666666666666667,1021,393,2018 Q1,2018-01-12,"Psychology","257005"
"257273","Psychology",2018-01-17,2.66666666666667,1023.66666666667,394,2018 Q1,2018-01-17,"Psychology","257273"
"257766","Psychology",2018-02-05,1.5,1025.16666666667,395,2018 Q1,2018-02-05,"Psychology","257766"
"258111","Psychology",2018-02-06,0.333333333333333,1025.5,396,2018 Q1,2018-02-06,"Psychology","258111"
"258227","Psychology",2018-02-08,0.75,1026.25,397,2018 Q1,2018-02-08,"Psychology","258227"
"257918","Psychology",2018-02-12,1,1027.25,398,2018 Q1,2018-02-12,"Psychology","257918"
"258320","Psychology",2018-02-14,0.916666666666667,1028.16666666667,399,2018 Q1,2018-02-14,"Psychology","258320"
"258406","Psychology",2018-02-15,0.5,1028.66666666667,400,2018 Q1,2018-02-15,"Psychology","258406"
"258772","Psychology",2018-02-23,0.5,1029.16666666667,401,2018 Q1,2018-02-23,"Psychology","258772"
"258928","Psychology",2018-02-28,0.5,1029.66666666667,402,2018 Q1,2018-02-28,"Psychology","258928"
"259069","Psychology",2018-03-02,1,1030.66666666667,403,2018 Q1,2018-03-02,"Psychology","259069"
"259236","Psychology",2018-03-08,1,1031.66666666667,404,2018 Q1,2018-03-08,"Psychology","259236"
"259816","Psychology",2018-03-23,1.41666666666667,1033.08333333333,405,2018 Q1,2018-03-23,"Psychology","259816"
"259887","Psychology",2018-03-23,1,1034.08333333333,406,2018 Q1,2018-03-23,"Psychology","259887"
"259979","Psychology",2018-03-23,2.33333333333333,1036.41666666667,407,2018 Q1,2018-03-23,"Psychology","259979"
"259982","Psychology",2018-03-23,2,1038.41666666667,408,2018 Q1,2018-03-23,"Psychology","259982"
"260075","Psychology",2018-03-26,1,1039.41666666667,409,2018 Q1,2018-03-26,"Psychology","260075"
"258693","Psychology",2018-03-30,5,1044.41666666667,410,2018 Q1,2018-03-30,"Psychology","258693"
"259144","Psychology",2018-03-30,5,1049.41666666667,411,2018 Q1,2018-03-30,"Psychology","259144"
"259281","Psychology",2018-03-30,4,1053.41666666667,412,2018 Q1,2018-03-30,"Psychology","259281"
"259528","Psychology",2018-03-30,8,1061.41666666667,413,2018 Q1,2018-03-30,"Psychology","259528"
"259992","Psychology",2018-03-30,1,1062.41666666667,414,2018 Q1,2018-03-30,"Psychology","259992"
"260527","Psychology",2018-04-05,1,1063.41666666667,415,2018 Q2,2018-04-05,"Psychology","260527"
"260679","Psychology",2018-04-10,1.16666666666667,1064.58333333333,416,2018 Q2,2018-04-10,"Psychology","260679"
"260989","Psychology",2018-04-18,0.75,1065.33333333333,417,2018 Q2,2018-04-18,"Psychology","260989"
"261195","Psychology",2018-04-24,0.5,1065.83333333333,418,2018 Q2,2018-04-24,"Psychology","261195"
"261393","Psychology",2018-04-27,1.25,1067.08333333333,419,2018 Q2,2018-04-27,"Psychology","261393"
"261746","Psychology",2018-05-09,2.5,1069.58333333333,420,2018 Q2,2018-05-09,"Psychology","261746"
"261827","Psychology",2018-05-14,1,1070.58333333333,421,2018 Q2,2018-05-14,"Psychology","261827"
"262503","Psychology",2018-05-31,1,1071.58333333333,422,2018 Q2,2018-05-31,"Psychology","262503"
"262516","Psychology",2018-05-31,0.333333333333333,1071.91666666667,423,2018 Q2,2018-05-31,"Psychology","262516"
"262565","Psychology",2018-06-07,1,1072.91666666667,424,2018 Q2,2018-06-07,"Psychology","262565"
"262799","Psychology",2018-06-08,0.5,1073.41666666667,425,2018 Q2,2018-06-08,"Psychology","262799"
"263152","Psychology",2018-06-19,1,1074.41666666667,426,2018 Q2,2018-06-19,"Psychology","263152"
"263330","Psychology",2018-06-22,2,1076.41666666667,427,2018 Q2,2018-06-22,"Psychology","263330"
"259187","Psychology",2018-06-29,1.5,1077.91666666667,428,2018 Q2,2018-06-29,"Psychology","259187"
"260461","Psychology",2018-06-29,4,1081.91666666667,429,2018 Q2,2018-06-29,"Psychology","260461"
"260613","Psychology",2018-06-29,3,1084.91666666667,430,2018 Q2,2018-06-29,"Psychology","260613"
"260676","Psychology",2018-06-29,1,1085.91666666667,431,2018 Q2,2018-06-29,"Psychology","260676"
"263574","Psychology",2018-06-29,1,1086.91666666667,432,2018 Q2,2018-06-29,"Psychology","263574"
"263893","Psychology",2018-07-05,7,1093.91666666667,433,2018 Q3,2018-07-05,"Psychology","263893"
"264062","Psychology",2018-07-09,1,1094.91666666667,434,2018 Q3,2018-07-09,"Psychology","264062"
"264048","Psychology",2018-07-10,4.5,1099.41666666667,435,2018 Q3,2018-07-10,"Psychology","264048"
"264857","Psychology",2018-07-25,1.5,1100.91666666667,436,2018 Q3,2018-07-25,"Psychology","264857"
"264625","Psychology",2018-07-27,5,1105.91666666667,437,2018 Q3,2018-07-27,"Psychology","264625"
"265320","Psychology",2018-08-03,1,1106.91666666667,438,2018 Q3,2018-08-03,"Psychology","265320"
"265574","Psychology",2018-08-10,0.5,1107.41666666667,439,2018 Q3,2018-08-10,"Psychology","265574"
"265896","Psychology",2018-08-17,2,1109.41666666667,440,2018 Q3,2018-08-17,"Psychology","265896"
"266036","Psychology",2018-08-23,0.25,1109.66666666667,441,2018 Q3,2018-08-23,"Psychology","266036"
"264809","Psychology",2018-08-31,1.5,1111.16666666667,442,2018 Q3,2018-08-31,"Psychology","264809"
"265307","Psychology",2018-08-31,4,1115.16666666667,443,2018 Q3,2018-08-31,"Psychology","265307"
"266491","Psychology",2018-09-07,0.5,1115.66666666667,444,2018 Q3,2018-09-07,"Psychology","266491"
"266655","Psychology",2018-09-10,0.25,1115.91666666667,445,2018 Q3,2018-09-10,"Psychology","266655"
"266831","Psychology",2018-09-12,1,1116.91666666667,446,2018 Q3,2018-09-12,"Psychology","266831"
"266939","Psychology",2018-09-13,1,1117.91666666667,447,2018 Q3,2018-09-13,"Psychology","266939"
"267023","Psychology",2018-09-14,0.75,1118.66666666667,448,2018 Q3,2018-09-14,"Psychology","267023"
"267179","Psychology",2018-09-19,0.5,1119.16666666667,449,2018 Q3,2018-09-19,"Psychology","267179"
"266721","Psychology",2018-09-30,0.5,1119.66666666667,450,2018 Q3,2018-09-30,"Psychology","266721"
"266739","Psychology",2018-09-30,1.5,1121.16666666667,451,2018 Q3,2018-09-30,"Psychology","266739"
"266922","Psychology",2018-09-30,0.5,1121.66666666667,452,2018 Q3,2018-09-30,"Psychology","266922"
"267947","Psychology",2018-10-12,0.5,1122.16666666667,453,2018 Q4,2018-10-12,"Psychology","267947"
"268244","Psychology",2018-10-18,1.75,1123.91666666667,454,2018 Q4,2018-10-18,"Psychology","268244"
"268413","Psychology",2018-10-22,2,1125.91666666667,455,2018 Q4,2018-10-22,"Psychology","268413"
"268666","Psychology",2018-10-26,0.833333333333333,1126.75,456,2018 Q4,2018-10-26,"Psychology","268666"
"268576","Psychology",2018-10-29,4,1130.75,457,2018 Q4,2018-10-29,"Psychology","268576"
"268726","Psychology",2018-10-29,0.5,1131.25,458,2018 Q4,2018-10-29,"Psychology","268726"
"267751","Psychology",2018-10-31,6,1137.25,459,2018 Q4,2018-10-31,"Psychology","267751"
"267781","Psychology",2018-10-31,1.5,1138.75,460,2018 Q4,2018-10-31,"Psychology","267781"
"268342","Psychology",2018-10-31,1.5,1140.25,461,2018 Q4,2018-10-31,"Psychology","268342"
"268444","Psychology",2018-10-31,3,1143.25,462,2018 Q4,2018-10-31,"Psychology","268444"
"268700","Psychology",2018-10-31,1,1144.25,463,2018 Q4,2018-10-31,"Psychology","268700"
"269250","Psychology",2018-11-16,1,1145.25,464,2018 Q4,2018-11-16,"Psychology","269250"
"269529","Psychology",2018-11-26,2,1147.25,465,2018 Q4,2018-11-26,"Psychology","269529"
"269680","Psychology",2018-11-27,1.5,1148.75,466,2018 Q4,2018-11-27,"Psychology","269680"
"268886","Psychology",2018-11-30,2,1150.75,467,2018 Q4,2018-11-30,"Psychology","268886"
"269486","Psychology",2018-12-04,1,1151.75,468,2018 Q4,2018-12-04,"Psychology","269486"
"270174","Psychology",2018-12-31,1,1152.75,469,2018 Q4,2018-12-31,"Psychology","270174"
"270396","Psychology",2018-12-31,1,1153.75,470,2018 Q4,2018-12-31,"Psychology","270396"
"271514","Psychology",2019-01-23,0.25,1154,471,2019 Q1,2019-01-23,"Psychology","271514"
"271675","Psychology",2019-01-25,1.5,1155.5,472,2019 Q1,2019-01-25,"Psychology","271675"
"271469","Psychology",2019-01-31,2,1157.5,473,2019 Q1,2019-01-31,"Psychology","271469"
"270374","Psychology",2019-02-05,1.5,1159,474,2019 Q1,2019-02-05,"Psychology","270374"
"271907","Psychology",2019-02-06,4,1163,475,2019 Q1,2019-02-06,"Psychology","271907"
"272429","Psychology",2019-02-12,0.25,1163.25,476,2019 Q1,2019-02-12,"Psychology","272429"
"272432","Psychology",2019-02-19,1.5,1164.75,477,2019 Q1,2019-02-19,"Psychology","272432"
"272503","Psychology",2019-02-20,1,1165.75,478,2019 Q1,2019-02-20,"Psychology","272503"
"272699","Psychology",2019-02-20,1.5,1167.25,479,2019 Q1,2019-02-20,"Psychology","272699"
"272648","Psychology",2019-02-25,1.66666666666667,1168.91666666667,480,2019 Q1,2019-02-25,"Psychology","272648"
"271825","Psychology",2019-02-28,0.5,1169.41666666667,481,2019 Q1,2019-02-28,"Psychology","271825"
"272970","Psychology",2019-02-28,0.0833333333333333,1169.5,482,2019 Q1,2019-02-28,"Psychology","272970"
"273353","Psychology",2019-03-08,1,1170.5,483,2019 Q1,2019-03-08,"Psychology","273353"
"273450","Psychology",2019-03-12,0.75,1171.25,484,2019 Q1,2019-03-12,"Psychology","273450"
"273728","Psychology",2019-03-18,1,1172.25,485,2019 Q1,2019-03-18,"Psychology","273728"
"273877","Psychology",2019-03-29,1.5,1173.75,486,2019 Q1,2019-03-29,"Psychology","273877"
"274113","Psychology",2019-03-29,1,1174.75,487,2019 Q1,2019-03-29,"Psychology","274113"
"273592","Psychology",2019-03-31,5,1179.75,488,2019 Q1,2019-03-31,"Psychology","273592"
"273688","Psychology",2019-03-31,0.166666666666667,1179.91666666667,489,2019 Q1,2019-03-31,"Psychology","273688"
"274549","Psychology",2019-04-10,0.5,1180.41666666667,490,2019 Q2,2019-04-10,"Psychology","274549"
"274550","Psychology",2019-04-10,3,1183.41666666667,491,2019 Q2,2019-04-10,"Psychology","274550"
"274552","Psychology",2019-04-10,0.666666666666667,1184.08333333333,492,2019 Q2,2019-04-10,"Psychology","274552"
"274742","Psychology",2019-04-15,2,1186.08333333333,493,2019 Q2,2019-04-15,"Psychology","274742"
"274758","Psychology",2019-04-15,0.666666666666667,1186.75,494,2019 Q2,2019-04-15,"Psychology","274758"
"275453","Psychology",2019-04-26,0.75,1187.5,495,2019 Q2,2019-04-26,"Psychology","275453"
"275714","Psychology",2019-05-01,5,1192.5,496,2019 Q2,2019-05-01,"Psychology","275714"
"276014","Psychology",2019-05-07,0.5,1193,497,2019 Q2,2019-05-07,"Psychology","276014"
"276066","Psychology",2019-05-09,1,1194,498,2019 Q2,2019-05-09,"Psychology","276066"
"276122","Psychology",2019-05-10,0.5,1194.5,499,2019 Q2,2019-05-10,"Psychology","276122"
"276269","Psychology",2019-05-17,3,1197.5,500,2019 Q2,2019-05-17,"Psychology","276269"
"276368","Psychology",2019-05-17,1,1198.5,501,2019 Q2,2019-05-17,"Psychology","276368"
"276995","Psychology",2019-06-04,0.5,1199,502,2019 Q2,2019-06-04,"Psychology","276995"
"277058","Psychology",2019-06-07,4,1203,503,2019 Q2,2019-06-07,"Psychology","277058"
"277451","Psychology",2019-06-14,1.66666666666667,1204.66666666667,504,2019 Q2,2019-06-14,"Psychology","277451"
"277896","Psychology",2019-06-30,2,1206.66666666667,505,2019 Q2,2019-06-30,"Psychology","277896"
"121925","Sociology",2011-11-03,1,1,1,2011 Q4,2011-11-03,"Sociology","121925"
"127128","Sociology",2011-12-09,6,7,2,2011 Q4,2011-12-09,"Sociology","127128"
"127186","Sociology",2011-12-19,0.333333333333333,7.33333333333333,3,2011 Q4,2011-12-19,"Sociology","127186"
"127540","Sociology",2012-01-19,7,14.3333333333333,4,2012 Q1,2012-01-19,"Sociology","127540"
"129156","Sociology",2012-01-19,9,23.3333333333333,5,2012 Q1,2012-01-19,"Sociology","129156"
"130204","Sociology",2012-01-24,2,25.3333333333333,6,2012 Q1,2012-01-24,"Sociology","130204"
"129708","Sociology",2012-01-31,46,71.3333333333333,7,2012 Q1,2012-01-31,"Sociology","129708"
"130997","Sociology",2012-02-03,0.5,71.8333333333333,8,2012 Q1,2012-02-03,"Sociology","130997"
"131256","Sociology",2012-02-07,10.8333333333333,82.6666666666667,9,2012 Q1,2012-02-07,"Sociology","131256"
"131812","Sociology",2012-02-17,5,87.6666666666667,10,2012 Q1,2012-02-17,"Sociology","131812"
"133220","Sociology",2012-03-09,2,89.6666666666667,11,2012 Q1,2012-03-09,"Sociology","133220"
"134541","Sociology",2012-03-30,4.33333333333333,94,12,2012 Q1,2012-03-30,"Sociology","134541"
"135982","Sociology",2012-04-18,7,101,13,2012 Q2,2012-04-18,"Sociology","135982"
"136139","Sociology",2012-04-24,3,104,14,2012 Q2,2012-04-24,"Sociology","136139"
"136344","Sociology",2012-04-26,3,107,15,2012 Q2,2012-04-26,"Sociology","136344"
"136623","Sociology",2012-05-01,4.33333333333333,111.333333333333,16,2012 Q2,2012-05-01,"Sociology","136623"
"137078","Sociology",2012-05-09,1,112.333333333333,17,2012 Q2,2012-05-09,"Sociology","137078"
"138459","Sociology",2012-06-11,24,136.333333333333,18,2012 Q2,2012-06-11,"Sociology","138459"
"138752","Sociology",2012-06-11,0.025,136.358333333333,19,2012 Q2,2012-06-11,"Sociology","138752"
"138944","Sociology",2012-06-14,1,137.358333333333,20,2012 Q2,2012-06-14,"Sociology","138944"
"139210","Sociology",2012-06-19,0.333333333333333,137.691666666667,21,2012 Q2,2012-06-19,"Sociology","139210"
"140034","Sociology",2012-07-06,1.5,139.191666666667,22,2012 Q3,2012-07-06,"Sociology","140034"
"142851","Sociology",2012-08-23,1.75,140.941666666667,23,2012 Q3,2012-08-23,"Sociology","142851"
"143059","Sociology",2012-08-28,5,145.941666666667,24,2012 Q3,2012-08-28,"Sociology","143059"
"143980","Sociology",2012-09-12,15,160.941666666667,25,2012 Q3,2012-09-12,"Sociology","143980"
"144070","Sociology",2012-09-19,1,161.941666666667,26,2012 Q3,2012-09-19,"Sociology","144070"
"144686","Sociology",2012-10-05,4,165.941666666667,27,2012 Q4,2012-10-05,"Sociology","144686"
"144053","Sociology",2012-11-02,14,179.941666666667,28,2012 Q4,2012-11-02,"Sociology","144053"
"147078","Sociology",2012-11-06,6,185.941666666667,29,2012 Q4,2012-11-06,"Sociology","147078"
"147648","Sociology",2012-11-13,0.333333333333333,186.275,30,2012 Q4,2012-11-13,"Sociology","147648"
"147927","Sociology",2012-11-21,2,188.275,31,2012 Q4,2012-11-21,"Sociology","147927"
"147842","Sociology",2012-11-27,2.5,190.775,32,2012 Q4,2012-11-27,"Sociology","147842"
"147983","Sociology",2012-11-29,3.5,194.275,33,2012 Q4,2012-11-29,"Sociology","147983"
"148573","Sociology",2012-12-04,1,195.275,34,2012 Q4,2012-12-04,"Sociology","148573"
"148515","Sociology",2012-12-05,0.25,195.525,35,2012 Q4,2012-12-05,"Sociology","148515"
"149112","Sociology",2012-12-07,0.0833333333333333,195.608333333333,36,2012 Q4,2012-12-07,"Sociology","149112"
"151847","Sociology",2013-01-24,13.1666666666667,208.775,37,2013 Q1,2013-01-24,"Sociology","151847"
"153799","Sociology",2013-02-19,7,215.775,38,2013 Q1,2013-02-19,"Sociology","153799"
"152944","Sociology",2013-02-25,19.6666666666667,235.441666666667,39,2013 Q1,2013-02-25,"Sociology","152944"
"153122","Sociology",2013-02-25,2,237.441666666667,40,2013 Q1,2013-02-25,"Sociology","153122"
"153424","Sociology",2013-02-25,1,238.441666666667,41,2013 Q1,2013-02-25,"Sociology","153424"
"153459","Sociology",2013-02-25,2,240.441666666667,42,2013 Q1,2013-02-25,"Sociology","153459"
"153899","Sociology",2013-02-26,5,245.441666666667,43,2013 Q1,2013-02-26,"Sociology","153899"
"154143","Sociology",2013-02-28,0.5,245.941666666667,44,2013 Q1,2013-02-28,"Sociology","154143"
"154639","Sociology",2013-03-11,1.5,247.441666666667,45,2013 Q1,2013-03-11,"Sociology","154639"
